ticker,company_name,cik,sec_title,latest_periodic_date,latest_periodic_form,cash,short_term_investments,marketable_securities_noncurrent,cash_and_investments,total_debt,operating_cf_quarter,net_loss_quarter,rd_expense_quarter,gna_expense_quarter,quarterly_burn,monthly_burn,cash_runway_months,shares_outstanding,cash_per_share,recent_offering_180d,recent_offering_365d,latest_offering_date,latest_offering_form,offering_forms_365d_count,dilution_risk,sec_data_quality,data_notes,forms_365d,generated_at
SNOA,"Sonoma Pharmaceuticals, .",0001367083,"Sonoma Pharmaceuticals, Inc.",2026-06-16,10-K,2.4,,,2.4,0.83,-2.02,-0.82,0.56,,2.02,0.67,3.6,4785801.0,0.5,True,True,2026-06-18,424B5,4,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,ShortTermBorrowings,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;3:1;4:6;424B4:1;424B5:2;8-K:11;CORRESP:2;DEF 14A:2;DEFA14A:1;DRS:1;EFFECT:1;PRE 14A:1;S-1:1;S-1/A:1;UPLOAD:1,2026-06-26T07:27:38+00:00
SNTI,"Senti Biosciences , .",0001854270,"Senti Biosciences Holdings, Inc.",2026-05-14,10-Q,8.94,0.0,,8.94,,-7.48,-4.22,5.28,6.23,7.48,2.49,3.6,31144754.0,0.29,True,True,2026-06-18,S-3,10,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-K/A:1;10-Q:3;15-12G:1;3:1;4:11;424B5:1;8-K:11;8-K12B:1;D:1;EFFECT:4;POS AM:4;S-3:1;S-8:1;S-8 POS:4;SCHEDULE 13D/A:5,2026-06-26T07:27:39+00:00
SOPH,SOPHiA GENETICS,0001840706,SOPHiA GENETICS SA,2026-03-03,20-F,,,,,,,,,,,,,68486338.0,,True,True,2026-06-17,424B5,11,HIGH,LOW,cash_missing | burn_missing,144:76;20-F:1;3:15;4:74;4/A:9;424B3:2;424B5:3;6-K:12;CORRESP:3;EFFECT:3;F-3:3;S-8:1;SCHEDULE 13G:1;SCHEDULE 13G/A:1;UPLOAD:3,2026-06-26T07:27:40+00:00
SPRB,"Spruce Biosciences, .",0001683553,"SPRUCE BIOSCIENCES, INC.",2026-05-13,10-Q,54.08,0.0,,54.08,6.46,-8.73,-12.27,7.58,4.41,8.73,2.91,18.6,2752278.0,19.65,True,True,2026-04-21,424B5,8,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;3:4;4:30;424B3:1;424B5:3;8-K:14;ARS:1;CORRESP:2;D:1;DEF 14A:1;DEFA14A:1;EFFECT:2;S-3:2;S-8:2;SCHEDULE 13D/A:2;SCHEDULE 13G:9;SCHEDULE 13G/A:10,2026-06-26T07:27:41+00:00
SPRO,"Spero Therapeutics, .",0001701108,"Spero Therapeutics, Inc.",2026-05-13,10-Q,56.13,0.0,,56.13,,15.86,-7.2,2.91,4.89,7.2,2.4,23.4,57901493.0,0.97,False,False,,,0,LOW,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;4:15;8-K:8;ARS:1;DEF 14A:1;DEFA14A:1;PRE 14A:1;S-8:2;SCHEDULE 13G/A:1,2026-06-26T07:27:43+00:00
SPRY,"ARS Pharmaceuticals, .",0001671858,"ARS Pharmaceuticals, Inc.",2026-05-15,10-Q,24.32,176.65,,200.97,,-44.95,-60.62,4.34,8.94,44.95,14.98,13.4,99303262.0,2.02,False,False,,,0,UNKNOWN,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:9;144/A:1;3:1;4:26;8-K:9;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13D/A:4;SCHEDULE 13G:3;SCHEDULE 13G/A:3,2026-06-26T07:27:44+00:00
SPTX,"Seaport Therapeutics, .",0002042347,"Seaport Therapeutics, Inc.",2026-06-08,10-Q,52.91,129.7,,182.6,,-20.17,-25.41,21.43,6.11,20.17,6.72,27.2,53530550.0,3.41,True,True,2026-04-30,EFFECT,2,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | burn_from=NetCashProvidedByUsedInOperatingActivities,10-Q:1;3:17;4:15;424B4:1;8-A12B:1;8-K:2;CERT:1;DRS:1;DRS/A:2;EFFECT:1;S-1:1;S-1/A:1;S-1MEF:1;S-8:1;SCHEDULE 13D:2;SCHEDULE 13G:1,2026-06-26T07:27:45+00:00
SRPT,"Sarepta Therapeutics, .",0000873303,"Sarepta Therapeutics, Inc.",2026-05-06,10-Q,464.45,188.74,9.98,663.17,1.45,-202.68,330.96,207.24,22.18,202.68,67.56,9.8,105576222.0,6.28,False,False,,,0,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;13F-HR:2;144:3;3:1;4:40;8-K:14;ARS:1;DEF 14A:1;DEFA14A:1;S-8:2;SCHEDULE 13D/A:1;SCHEDULE 13G:5;SCHEDULE 13G/A:6,2026-06-26T07:27:46+00:00
SSII,SS Innovations International .,0001676163,"SS Innovations International, Inc.",2026-05-13,10-Q,15.98,,,15.98,0.51,-2.31,-3.58,1.0,0.46,2.31,0.77,20.7,200131535.0,0.08,True,True,2026-06-18,424B5,5,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-K/A:1;10-Q:3;3:2;4:24;4/A:2;424B5:2;8-K:32;CORRESP:1;D:1;DRS:1;EFFECT:1;RW:1;S-1:1;S-3:1;S-8:1;SCHEDULE 13G/A:1;UPLOAD:1,2026-06-26T07:27:48+00:00
STIM,"Neuronetics, .",0001227636,"Neuronetics, Inc.",2026-05-05,10-Q,13.21,,,13.21,74.91,-9.42,-10.79,1.36,13.05,9.42,3.14,4.2,69587840.0,0.19,True,True,2026-04-10,EFFECT,5,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:14;3:4;4:42;4/A:1;424B5:1;8-K:14;CORRESP:2;DEF 14A:1;DEFA14A:1;EFFECT:2;S-3:2;SCHEDULE 13D:1;SCHEDULE 13D/A:4;SCHEDULE 13G:2;SCHEDULE 13G/A:2;SD:1;UPLOAD:2,2026-06-26T07:27:49+00:00
STOK,"Stoke Therapeutics, .",0001623526,"Stoke Therapeutics, Inc.",2026-05-07,10-Q,155.66,,,155.66,,-60.58,-50.0,39.67,15.26,60.58,20.19,7.7,62281655.0,2.5,False,True,2025-07-11,EFFECT,2,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:24;3:1;4:63;8-K:13;8-K/A:1;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;DRS:1;DRSLTR:1;EFFECT:1;S-3:1;S-3ASR:1;S-8:2;SCHEDULE 13D/A:1;SCHEDULE 13G:2;SCHEDULE 13G/A:15;UPLOAD:1,2026-06-26T07:27:50+00:00
STRO,"Sutro Biopharma, .",0001382101,"SUTRO BIOPHARMA, INC.",2026-05-14,10-Q,73.68,128.88,0.0,202.56,4.06,-42.26,-38.48,36.55,7.58,42.26,14.09,14.4,16570439.0,12.22,True,True,2026-04-01,EFFECT,4,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:1;3/A:1;4:35;424B3:1;424B5:1;8-K:9;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:1;S-3:1;S-8:1;SCHEDULE 13G:6;SCHEDULE 13G/A:10;UPLOAD:1,2026-06-26T07:27:52+00:00
SUPN,"Supernus Pharmaceuticals, .",0001356576,"SUPERNUS PHARMACEUTICALS, INC.",2026-05-05,10-Q,184.87,368.21,93.9,646.98,401.44,66.52,-2.29,39.44,2.73,2.29,0.76,846.5,58039721.0,11.15,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:33;3:1;4:67;8-K:15;8-K/A:1;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SC TO-T:1;SC TO-T/A:2;SCHEDULE 13G:3;SCHEDULE 13G/A:6,2026-06-26T07:27:53+00:00
SVA,"Sinovac Biotech, .",0001084201,SINOVAC BIOTECH LTD,2026-06-05,20-F,488.25,5483.07,,5971.32,,,,,,,,,71860702.0,83.1,False,False,,,0,UNKNOWN,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | burn_missing,20-F:2;3:13;6-K:18;NT 20-F:1;SCHEDULE 13D/A:9,2026-06-26T07:27:54+00:00
SXI,Standex International,0000310354,STANDEX INTERNATIONAL CORP/DE/,2026-05-06,10-Q,103.72,,,103.72,476.47,16.83,66.98,5.6,,5.6,1.87,55.6,12114922.0,8.56,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,ShortTermBorrowings,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-K/A:3;10-Q:3;144:20;3:2;4:56;4/A:4;5:2;8-K:7;DEF 14A:1;S-8:1;SCHEDULE 13G:5;SCHEDULE 13G/A:4;SD:1,2026-06-26T07:27:56+00:00
SXTC,"China SXT Pharmaceuticals, .",0001723980,"China SXT Pharmaceuticals, Inc.",2025-07-31,20-F,18.1,,,18.1,1.43,,,,,,,,0.0,,True,True,2026-06-01,424B5,6,HIGH,PARTIAL_CASH_ONLY,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,ShortTermBorrowings,LongTermDebtNoncurrent,ConvertibleNotesPayable | burn_missing",20-F:1;3:7;424B5:3;6-K:7;EFFECT:1;F-3:1;POS AM:1;SCHEDULE 13G:4,2026-06-26T07:27:57+00:00
SXTP,"60 Degrees Pharmaceuticals, .",0001946563,"60 DEGREES PHARMACEUTICALS, INC.",2026-05-15,10-Q,3.34,1.24,,4.58,0.2,-2.74,-2.09,0.28,1.89,2.74,0.91,5.0,2659288.0,1.72,True,True,2026-03-13,424B5,6,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,ShortTermBorrowings,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;3:2;4:6;424B4:1;424B5:4;8-K:13;CORRESP:2;DEF 14A:1;DEFR14A:1;EFFECT:1;PRE 14A:2;S-1:1;SCHEDULE 13G:3;SCHEDULE 13G/A:7,2026-06-26T07:27:58+00:00
SY,So-Young International . - American Depository Shares,0001758530,So-Young International Inc.,2026-04-23,20-F,59.8,,,59.8,5.69,,,,,,,,,,False,False,,,0,UNKNOWN,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=ShortTermBorrowings | burn_missing,144:1;20-F:1;3:6;4:3;6-K:7;SCHEDULE 13G/A:2,2026-06-26T07:27:59+00:00
SYRE,"Spyre Therapeutics, .",0001636282,"Spyre Therapeutics, Inc.",2026-05-05,10-Q,97.19,38.07,,135.25,,-57.37,-69.0,13.78,15.23,57.37,19.12,7.1,86841253.0,1.56,True,True,2026-04-16,424B5,8,HIGH,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:11;4:30;424B5:4;8-K:13;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:2;POS AM:1;S-3:1;S-8:2;SCHEDULE 13D/A:3;SCHEDULE 13G:2;SCHEDULE 13G/A:3;UPLOAD:1,2026-06-26T07:28:00+00:00
TAK,Takeda Pharmaceutical,0001395064,TAKEDA PHARMACEUTICAL CO LTD,2026-06-17,20-F,,,,,,,,,,,,,1557765596.0,,False,True,2025-06-27,424B2,3,MEDIUM,LOW,cash_missing | burn_missing,13F-HR:2;144:15;20-F:1;3:28;4:11;424B2:1;424B5:1;6-K:38;FWP:1;IRANNOTICE:1;N-PX:1;SCHEDULE 13D/A:1;SCHEDULE 13G/A:1;SD:1,2026-06-26T07:28:01+00:00
TARA,"Protara Therapeutics, .",0001359931,"Protara Therapeutics, Inc.",2026-05-13,10-Q,14.74,123.55,41.64,179.92,0.37,-21.34,-17.78,13.56,6.07,21.34,7.11,25.3,56204237.0,3.2,True,True,2026-05-28,424B5,5,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent,AvailableForSaleSecuritiesCurrent | debt_tags=ShortTermBorrowings | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:11;4:27;424B5:3;424B7:3;8-K:11;ARS:1;DEF 14A:1;DEFA14A:1;EFFECT:1;PRE 14A:1;S-3:1;S-8:1;SCHEDULE 13G:3;SCHEDULE 13G/A:6,2026-06-26T07:28:03+00:00
TARS,"Tarsus Pharmaceuticals, .",0001819790,"Tarsus Pharmaceuticals, Inc.",2026-05-06,10-Q,102.19,286.54,,388.73,72.6,-24.65,-6.97,22.35,57.91,24.65,8.22,47.3,43023959.0,9.04,False,False,,,0,LOW,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:37;3:1;4:49;8-K:6;ARS:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13G:2;SCHEDULE 13G/A:7,2026-06-26T07:28:04+00:00
TBPH,"Theravance Biopharma, .",0001583107,"Theravance Biopharma, Inc.",2026-05-07,10-Q,288.1,,,288.1,,73.28,-4.93,5.83,,4.93,1.64,175.2,51553005.0,5.59,False,False,,,0,LOW,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:6;4:36;4/A:1;8-K:13;DEF 14A:1;SCHEDULE 13D/A:1;SCHEDULE 13G/A:1,2026-06-26T07:28:05+00:00
TCRT,"Alaunos Therapeutics, .",0001107421,"Alaunos Therapeutics, Inc.",2026-05-15,10-Q,0.35,,,0.35,0.0,-1.03,-1.01,0.43,0.58,1.03,0.34,1.0,24422146.0,0.01,False,True,2025-10-22,S-1,2,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-K/A:1;10-Q:3;3:1;4:19;424B8:1;8-K:13;CORRESP:2;S-1:1;S-3:1;S-3/A:3;SCHEDULE 13D:2;SCHEDULE 13D/A:5;SCHEDULE 13G:1;SCHEDULE 13G/A:1;UPLOAD:2,2026-06-26T07:28:07+00:00
TCRX,"TScan Therapeutics, .",0001783328,"TScan Therapeutics, Inc.",2026-05-06,10-Q,128.06,14.95,,143.0,42.99,-24.28,-28.67,21.9,8.22,24.28,8.09,17.7,23976942.0,5.96,False,False,,,0,UNKNOWN,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;3:1;4:18;8-K:13;ARS:1;DEF 14A:1;PRE 14A:1;S-8:1;SCHEDULE 13G/A:4,2026-06-26T07:28:08+00:00
TECX,"Tectonic Therapeutic, .",0001681087,"Tectonic Therapeutic, Inc.",2026-05-07,10-Q,236.89,,,236.89,,-18.41,-25.24,20.87,6.43,18.41,6.14,38.6,18869186.0,12.55,False,True,2025-07-15,EFFECT,7,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:4;3:2;4:32;4/A:1;424B3:1;8-K:8;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:3;POS AM:2;S-3:1;S-8:1;S-8 POS:1;SCHEDULE 13G:2;SCHEDULE 13G/A:2;UPLOAD:1,2026-06-26T07:28:09+00:00
TELO,"Telomir Pharmaceuticals, .",0001971532,"Telomir Pharmaceuticals, Inc.",2026-05-14,10-Q,5.56,,,5.56,,-1.77,-0.99,0.47,0.57,1.77,0.59,9.4,68774956.0,0.08,False,False,,,0,HIGH,GOOD,cash_tag=Cash | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;3:2;4:5;8-K:31;DEFA14A:1;DEFM14A:1;PREM14A:1;PRER14A:3;SCHEDULE 13G:1;SCHEDULE 13G/A:1,2026-06-26T07:28:10+00:00
TENX,"Tenax Therapeutics, .",0000034956,"TENAX THERAPEUTICS, INC.",2026-05-12,10-Q,118.8,0.0,0.01,118.81,,-9.31,-15.72,11.54,5.03,9.31,3.1,38.3,26525159.0,4.48,True,True,2026-04-01,EFFECT,2,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;3:1;4:19;4/A:1;8-K:10;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;EFFECT:1;S-3:1;S-8:1;SCHEDULE 13D:1;SCHEDULE 13G:10;SCHEDULE 13G/A:29;UPLOAD:1,2026-06-26T07:28:12+00:00
TEVA,Teva Pharmaceutical Industries,0000818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,2026-04-29,10-Q,3741.0,36.0,,3777.0,2601.0,-40.0,369.0,54.0,304.0,40.0,13.33,283.3,1164426972.0,3.24,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,ShortTermBorrowings | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:36;144/A:2;3:1;4:77;8-K:7;ARS:1;DEF 14A:1;DEFA14A:1;SCHEDULE 13G:4;SCHEDULE 13G/A:3,2026-06-26T07:28:14+00:00
TFII,TFI International .,0001588823,TFI International Inc.,2026-02-17,40-F,,,,,,,,,,,,,84408437.0,,False,False,,,0,UNKNOWN,LOW,cash_missing | burn_missing,40-F:1;6-K:19;SCHEDULE 13G:2;SCHEDULE 13G/A:3,2026-06-26T07:28:15+00:00
TGTX,"TG Therapeutics, .",0001001316,"TG THERAPEUTICS, INC.",2026-05-06,10-Q,442.21,72.22,,514.43,749.52,-17.89,19.78,48.4,35.3,17.89,5.96,86.2,153083580.0,3.36,False,False,,,0,LOW,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent,ConvertibleNotesPayable | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:2;4:11;8-K:9;DEF 14A:1;S-3ASR:1;S-8:1;SCHEDULE 13G:2;SCHEDULE 13G/A:1,2026-06-26T07:28:17+00:00
THCH,TH International,0001877333,TH International Ltd,2026-04-30,20-F,,,,,,,,,,,,,33243582.0,,True,True,2026-03-31,EFFECT,2,HIGH,LOW,cash_missing | burn_missing,20-F:1;3:9;3/A:1;6-K:8;CORRESP:1;DRS:1;EFFECT:1;F-3:1;UPLOAD:1,2026-06-26T07:28:18+00:00
THM,"International Tower Hill Mines, .",0001134115,INTERNATIONAL TOWER HILL MINES LTD,2026-05-08,10-Q,64.69,50.03,,114.72,,1.81,2.27,,0.01,0.01,0.0,47465.7,195885531.0,0.59,True,True,2026-01-26,424B5,2,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments,MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;3:2;4:14;424B5:2;8-K:4;ARS:1;DEF 14A:1;DEFA14A:1;SCHEDULE 13D/A:3;SCHEDULE 13G/A:2,2026-06-26T07:28:19+00:00
TIGO,Millicom International Cellular S.A.,0000912958,MILLICOM INTERNATIONAL CELLULAR SA,2026-03-24,20-F,,,,,,,,,,,,,169000000.0,,False,False,,,0,UNKNOWN,LOW,cash_missing | burn_missing,144:6;20-F:1;3:14;4:2;6-K:16;SCHEDULE 13D/A:9,2026-06-26T07:28:20+00:00
TLIH,Ten-League International,0001982012,Ten-League International Holdings Ltd,2026-04-30,20-F,8.31,,,8.31,13.18,,,,,,,,29404342.0,0.28,False,True,2025-06-30,EFFECT,2,MEDIUM,PARTIAL_CASH_ONLY,cash_tag=CashAndCashEquivalentsAtCarryingValue | debt_tags=ShortTermBorrowings | burn_missing,20-F:1;3:7;424B4:1;6-K:11;8-A12B:1;CERT:1;EFFECT:1;POS AM:1;SCHEDULE 13G:1,2026-06-26T07:28:21+00:00
TLX,Telix Pharmaceuticals,0002007191,Telix Pharmaceuticals Ltd,2026-02-20,20-F,,,,,,,,,,,,,338777049.0,,False,False,,,0,UNKNOWN,LOW,cash_missing | burn_missing,20-F:1;20-F/A:1;3:10;4:2;6-K:28;F-3ASR:1,2026-06-26T07:28:22+00:00
TNGX,"Tango Therapeutics, .",0001819133,"Tango Therapeutics, Inc.",2026-05-13,10-Q,157.83,222.01,,379.84,,-44.36,-45.51,33.53,15.23,44.36,14.79,25.7,144647982.0,2.63,True,True,2026-06-10,424B5,7,MEDIUM,GOOD,cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities,10-K:1;10-Q:3;144:14;3:4;4:26;424B5:3;8-K:16;ARS:1;CORRESP:1;D:1;DEF 14A:1;DEFA14A:1;EFFECT:1;FWP:2;S-3:1;S-3ASR:1;S-8:1;SCHEDULE 13D/A:3;SCHEDULE 13G:9;SCHEDULE 13G/A:16,2026-06-26T07:28:23+00:00
TNMG,TNL Mediagene,0002013186,TNL Mediagene,2026-04-30,20-F,,,,,,,,,,,,,2556405.0,,True,True,2026-03-18,424B3,4,HIGH,LOW,cash_missing | burn_missing,20-F:1;424B3:1;6-K:16;6-K/A:1;CORRESP:2;EFFECT:2;F-1:1;F-1/A:2;SCHEDULE 13G:1;UPLOAD:1,2026-06-26T07:28:24+00:00
TNXP,Tonix Pharmaceuticals .,0001430306,Tonix Pharmaceuticals Holding Corp.,2026-05-11,10-Q,185.47,19.06,10.94,215.47,7.49,-42.32,-40.19,18.21,7.03,42.32,14.11,15.3,15940801.0,13.52,True,True,2025-12-29,424B5,3,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=MarketableSecuritiesCurrent,AvailableForSaleSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;4:20;424B5:2;5:1;8-K:41;ARS:1;CORRESP:3;DEF 14A:1;EFFECT:1;PRE 14A:1;S-3/A:1;SCHEDULE 13G:5;SCHEDULE 13G/A:5,2026-06-26T07:28:25+00:00
TNYA,"Tenaya Therapeutics, .",0001858848,"Tenaya Therapeutics, Inc.",2026-05-06,10-Q,80.89,123.95,,204.84,,-19.23,-19.27,14.84,5.45,19.23,6.41,31.9,216998876.0,0.94,False,True,2025-12-12,424B5,2,MEDIUM,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments,MarketableSecuritiesCurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:12;4:25;424B5:2;8-K:11;ARS:1;CORRESP:1;DEF 14A:1;DEFA14A:1;S-8:1;SCHEDULE 13D/A:3;SCHEDULE 13G/A:3;UPLOAD:2,2026-06-26T07:28:26+00:00
TOI,"The Oncology Institute, .",0001799191,"Oncology Institute, Inc.",2026-05-07,10-Q,30.28,0.0,,30.28,78.61,-2.21,-2.49,,1.47,2.21,0.74,41.0,99982933.0,0.3,False,True,2025-08-13,424B5,1,MEDIUM,GOOD,"cash_tag=CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents | st_invest_tags=MarketableSecuritiesCurrent | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;144:4;3:4;4:47;4/A:1;424B5:1;8-K:14;ARS:1;DEF 14A:1;DEFA14A:1;SCHEDULE 13D/A:3;SCHEDULE 13G:1;SCHEDULE 13G/A:1,2026-06-26T07:28:27+00:00
TPCS,TechPrecision,0001328792,TECHPRECISION CORP,2026-06-25,10-K,0.43,,,0.43,2.25,0.65,-1.47,,,1.47,0.49,0.9,10024469.0,0.04,False,True,2025-12-12,424B3,3,HIGH,GOOD,"cash_tag=CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents | debt_tags=ShortTermBorrowings,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:2;10-Q:3;4:14;424B3:1;8-K:12;CORRESP:1;DEF 14A:1;EFFECT:1;NT 10-K:1;NT 10-Q:1;S-1:1,2026-06-26T07:28:28+00:00
TPST,"Tempest Therapeutics, .",0001544227,"Tempest Therapeutics, Inc.",2026-05-14,10-Q,1.8,14.43,,16.24,0.0,-7.6,-27.7,1.68,5.42,7.6,2.53,6.4,14806997.0,1.1,True,True,2026-04-10,424B3,9,HIGH,GOOD,"cash_tag=CashAndCashEquivalentsAtCarryingValue | st_invest_tags=ShortTermInvestments | debt_tags=LongTermDebtCurrent,LongTermDebtNoncurrent | burn_from=NetCashProvidedByUsedInOperatingActivities",10-K:1;10-Q:3;3:3;4:11;424B3:2;424B5:1;8-K:19;ARS:1;CORRESP:2;D:2;DEF 14A:2;DEFA14A:1;EFFECT:3;PRE 14A:2;S-1:1;S-3:2;S-8:1;S-8 POS:1;SCHEDULE 13D:1;SCHEDULE 13D/A:3;SCHEDULE 13G:1;UPLOAD:2,2026-06-26T07:28:30+00:00
